Nitrogen,Phosphorus,Potassium,pH_Value,Soil_Moisture,Organic_Carbon,Electrical_Conductivity,Temperature,Humidity,Rainfall,Soil_Quality
74.21,55.74,118.43,7.98,59.22,1.45,7.06,29.7,79.18,1941.1,56.88
126.85,41.24,24.63,8.72,9.43,2.87,6.3,20.99,42.35,1637.04,65.14
3.63,16.9,31.36,9.01,6.91,2.27,6.56,23.01,89.71,1962.21,48.58
144.49,7.4,158.05,7.03,51.28,2.12,2.88,31.71,34.53,383.02,52.81
167.11,23.62,54.68,6.98,50.05,0.29,0.56,44.01,83.21,2249.77,61.17
79.83,5.77,136.94,7.95,44.2,3.2,0.7,26.52,79.31,785.6,75.17
89.59,61.86,19.49,8.56,51.79,0.88,5.55,34.81,51.55,2331.29,55.82
170.26,79.57,164.37,4.61,12.57,1.71,7.39,16.27,20.14,2479.31,44.28
155.13,33.97,197.65,8.31,10.26,2.66,1.48,31.72,27.67,1304.36,63.66
57.63,38.71,74.74,5.72,58.32,1.88,6.93,35.69,64.07,1367.15,62.35
64.8,81.62,101.11,5.99,39.33,0.11,5.26,24.82,94.27,646.03,63.21
135.78,22.26,88.54,4.01,55.59,3.33,5.45,32.27,55.53,1752.52,62.92
112.64,11.92,178.84,7.32,54.85,0.17,5.61,17.95,80.96,250.5,54.32
32.45,50.11,1.99,4.11,40.92,0.41,0.59,26.08,32.58,875.61,51.91
61.99,64.62,130.69,9.44,39.57,0.86,4.87,38.9,83.95,501.02,56.5
180.0,59.97,130.47,7.54,24.8,2.14,3.92,16.99,41.07,2660.79,65.28
137.63,71.39,76.48,9.94,13.2,3.4,6.71,13.12,29.93,2103.92,57.63
197.19,5.68,43.87,5.1,42.76,3.24,3.48,34.37,57.64,2255.68,58.38
153.4,42.82,47.94,7.92,49.98,2.31,4.13,20.97,60.39,2373.2,62.23
188.39,23.86,160.09,9.77,34.95,2.62,4.69,27.08,67.28,406.67,52.29
43.24,75.91,13.22,5.44,7.8,2.52,4.74,41.21,57.7,2620.06,56.21
154.3,87.27,112.76,4.13,12.97,2.44,3.26,16.06,53.76,1950.93,66.83
4.04,28.13,61.37,7.62,10.61,2.86,1.41,37.06,71.01,597.67,58.62
134.15,9.52,53.05,5.88,41.18,1.26,2.09,27.73,78.08,2805.78,64.22
93.86,25.34,101.15,5.27,36.06,0.85,3.36,11.63,52.78,1314.51,69.33
69.35,10.4,179.57,9.96,30.66,1.28,5.0,16.28,85.85,1077.98,56.64
172.48,32.24,123.62,8.4,34.89,0.27,3.69,27.34,49.16,852.5,53.27
170.85,53.82,157.72,6.66,20.18,3.39,6.35,17.86,91.7,1923.85,69.58
4.46,97.37,120.14,3.83,49.26,2.61,4.64,22.44,35.28,1352.29,54.51
121.9,39.94,139.54,4.75,23.07,0.83,2.81,34.26,66.72,519.21,59.84
73.57,22.0,86.48,5.44,40.44,0.97,4.03,39.66,93.53,2308.97,67.43
83.13,16.68,185.2,6.67,26.5,3.47,2.94,25.43,37.45,474.75,79.92
166.41,17.3,100.39,6.73,8.97,2.71,0.34,27.82,98.84,1177.21,76.43
61.97,19.26,110.35,3.66,19.13,1.55,2.32,30.67,84.52,1700.99,65.04
188.61,76.23,104.99,9.63,58.08,0.8,3.66,15.94,52.4,140.21,41.88
35.93,6.1,63.24,7.03,15.48,0.24,2.12,30.91,59.2,2104.97,59.1
132.54,99.74,46.25,3.63,10.77,2.38,5.78,38.32,27.24,219.83,48.7
134.42,52.27,14.77,8.06,21.01,2.75,6.91,41.33,55.84,97.76,58.19
50.44,54.43,143.63,3.96,53.29,0.47,2.45,16.69,99.22,1310.58,56.89
64.95,35.76,57.86,8.19,21.83,0.11,0.29,39.98,99.45,1406.02,52.94
166.96,69.03,77.84,8.06,27.96,1.32,7.02,40.65,33.15,969.81,58.88
152.36,47.15,183.99,9.9,22.05,2.37,4.66,36.7,21.18,1211.45,57.47
65.82,32.91,113.29,5.72,59.39,3.24,0.15,38.67,31.38,249.02,80.56
106.79,26.51,19.42,4.44,59.99,3.09,4.05,25.53,65.04,1863.99,62.56
12.34,92.57,159.92,4.1,31.55,2.44,0.86,43.99,92.88,2242.1,54.1
41.75,29.1,51.23,3.97,48.17,2.87,5.42,35.12,21.79,630.47,57.07
97.16,43.64,110.54,8.77,17.1,1.31,4.32,19.01,47.54,538.46,69.59
17.19,35.03,102.0,8.17,25.59,0.93,7.31,11.03,99.55,108.1,54.38
168.67,8.62,47.62,9.84,42.36,0.52,3.22,16.14,63.47,1409.81,45.92
143.6,18.59,23.15,5.51,20.75,0.72,7.4,36.1,59.9,2072.93,53.53
188.73,18.95,42.25,8.72,17.36,3.37,6.71,40.17,25.5,2151.76,54.0
138.69,69.36,19.47,4.1,55.72,3.26,6.04,13.06,49.26,98.51,59.04
188.08,40.66,55.13,9.38,18.44,0.26,3.56,32.9,55.98,2906.89,47.04
110.9,78.2,199.46,3.84,8.26,1.7,3.37,22.92,60.15,2952.56,53.87
120.04,70.9,80.42,8.62,46.31,1.37,3.22,30.57,91.81,2480.79,68.93
195.39,19.2,172.78,5.5,18.38,2.32,0.51,39.71,92.58,2062.31,56.57
128.43,56.29,109.84,4.68,29.76,1.22,4.89,24.98,53.74,1103.69,69.68
6.16,74.29,133.32,8.08,11.14,1.05,6.4,16.56,22.09,1171.37,49.48
144.76,63.3,31.27,9.32,8.77,2.85,5.98,13.97,89.41,2722.68,52.68
181.09,60.0,54.96,8.47,30.32,3.32,4.7,44.95,65.43,827.39,73.64
159.12,73.96,102.09,5.54,23.54,0.79,2.92,36.86,33.82,2626.33,57.87
116.77,5.68,176.23,5.8,32.83,0.9,5.59,11.9,69.0,451.4,57.02
134.26,73.14,8.58,4.73,58.12,1.52,4.28,16.01,66.04,976.69,55.27
198.04,27.27,101.38,8.86,27.41,2.5,6.73,33.98,48.69,1269.87,64.83
18.13,57.19,10.2,4.2,38.15,0.67,2.26,24.8,24.82,1857.24,49.19
133.45,24.23,91.36,9.37,10.37,1.69,0.91,31.72,22.02,2232.58,63.81
56.68,83.88,125.77,7.41,53.73,2.96,0.13,29.78,75.23,413.55,75.15
128.02,48.06,148.94,7.33,49.32,0.9,5.97,15.5,27.76,1200.24,63.3
121.52,64.29,27.71,8.95,33.73,0.26,4.83,25.38,93.07,1115.41,55.31
30.69,79.41,33.32,7.84,15.09,3.18,0.57,28.56,31.75,903.97,66.32
41.35,89.53,94.01,5.48,28.43,2.78,6.74,25.34,64.02,1353.67,70.38
124.33,73.21,199.61,5.77,21.36,2.48,3.87,26.83,81.96,2192.17,69.26
25.65,14.88,71.21,4.62,59.7,0.4,3.74,44.63,88.61,1672.94,46.49
53.04,85.45,85.51,6.52,32.0,3.16,5.51,44.48,90.94,1513.75,71.28
167.05,61.86,86.49,4.22,28.22,1.14,5.11,22.34,64.41,1553.52,58.91
65.42,60.94,16.14,7.74,14.3,0.82,1.99,35.53,39.1,2134.87,56.66
97.61,92.13,154.83,4.6,18.15,1.76,5.19,18.18,36.26,1666.14,60.39
188.23,24.88,50.62,9.12,44.14,3.24,6.88,44.7,55.84,2128.32,53.95
45.43,23.96,140.73,8.05,34.42,3.48,3.19,24.48,70.34,1507.95,71.65
77.93,51.32,95.02,9.29,24.69,2.19,2.39,30.43,88.93,2077.02,68.64
121.29,75.09,122.36,4.07,21.34,3.35,0.57,23.34,60.28,2545.29,75.49
151.07,44.72,10.79,8.69,16.04,1.64,4.88,15.48,76.09,236.01,55.77
180.33,63.39,177.99,9.23,6.86,0.2,6.07,15.39,75.2,2257.85,40.0
183.09,45.25,48.77,3.79,58.74,1.04,7.74,42.88,29.46,2442.37,37.69
155.33,61.04,134.02,9.99,46.42,1.13,4.93,29.34,85.21,2242.27,50.75
45.67,82.23,159.6,5.45,56.03,2.76,3.64,44.01,54.41,691.66,56.25
4.96,18.05,108.01,4.88,27.69,0.52,7.49,24.1,24.55,350.87,49.5
76.75,69.54,67.47,6.2,52.82,0.69,1.51,26.59,65.55,2748.77,66.51
28.31,78.74,195.58,3.56,19.09,2.19,5.7,17.64,92.57,1023.6,54.27
142.08,44.71,55.69,9.26,33.04,0.54,2.69,13.67,80.75,548.93,61.07
132.23,32.32,189.73,5.25,16.14,1.78,6.91,37.4,29.61,2028.75,56.93
8.79,1.35,31.24,6.89,47.37,0.22,5.99,23.86,83.98,2604.07,39.97
167.32,79.71,77.84,7.55,32.37,2.37,2.74,37.53,23.64,2956.91,65.15
49.75,32.79,27.7,8.64,34.5,3.19,6.22,25.67,66.01,1628.73,64.8
86.45,35.73,0.45,5.13,52.27,3.07,7.13,42.37,29.2,2637.27,50.89
133.59,33.6,52.05,8.16,45.66,0.35,2.09,40.94,68.18,1451.54,61.36
85.88,49.87,17.44,4.26,58.14,2.11,4.62,38.74,32.23,1623.65,60.98
88.26,70.25,197.27,8.08,27.29,0.45,3.42,37.76,91.5,1701.92,55.51
13.13,77.19,152.33,9.48,30.38,0.28,7.41,33.03,72.17,2622.23,42.69
80.29,39.26,0.74,4.05,38.84,2.18,7.78,40.48,55.16,722.38,56.84
152.97,66.31,44.73,4.26,29.93,2.05,0.92,39.8,92.58,2240.81,61.64
183.04,72.07,134.02,7.12,28.08,0.42,4.44,17.45,33.83,1014.78,60.44
82.7,29.69,79.71,3.8,23.73,1.32,4.29,34.39,90.25,293.37,64.44
84.72,9.66,166.37,4.72,50.75,1.18,6.96,39.21,29.06,2928.76,45.79
140.53,89.47,100.97,4.74,34.34,1.26,6.25,36.09,81.78,2777.1,54.02
188.55,67.71,130.73,6.63,38.41,1.23,2.37,10.6,31.42,1521.45,66.85
53.41,64.81,119.41,5.12,16.22,2.9,4.22,31.61,32.29,461.76,74.7
88.03,5.89,127.63,6.59,18.85,1.3,3.09,19.97,88.93,2591.48,72.46
159.19,81.79,46.02,6.89,23.69,1.22,2.89,37.08,55.82,1206.56,67.16
121.94,56.61,74.66,8.25,30.6,0.2,5.87,35.92,40.37,1538.88,58.73
22.12,84.79,10.13,9.65,7.42,2.79,4.84,13.81,72.69,2968.37,40.53
125.55,97.46,117.53,6.77,53.86,2.34,1.67,21.68,88.93,1397.81,75.64
37.35,95.71,91.85,5.81,54.7,1.26,5.0,41.52,53.25,442.59,55.73
102.04,85.61,152.14,5.18,41.39,1.64,3.76,26.91,42.87,1994.06,68.77
105.82,1.09,41.28,7.63,22.38,2.8,2.79,27.74,42.12,1653.83,68.15
175.24,88.57,87.36,9.63,26.19,1.27,0.63,17.13,74.6,543.41,58.66
92.5,7.51,36.15,8.47,45.37,1.71,7.44,16.22,76.55,564.72,58.31
55.89,85.12,122.8,4.84,20.75,0.17,6.91,12.34,93.07,2760.37,43.43
46.19,28.02,169.61,9.31,38.49,3.22,2.5,12.79,21.69,119.25,62.5
174.85,61.01,153.09,8.28,54.84,1.36,4.5,16.13,30.97,1869.76,49.97
34.2,3.81,188.84,4.33,27.57,1.11,6.93,10.49,67.17,2370.87,42.27
85.17,77.12,194.35,8.13,37.29,2.17,4.2,44.81,43.49,1120.79,63.0
37.43,11.17,154.41,5.38,56.07,1.89,1.22,25.22,56.0,412.84,63.21
154.66,41.07,57.36,6.69,23.73,1.46,3.85,24.29,94.17,2761.65,65.45
94.87,81.74,43.85,5.45,46.78,3.24,2.58,30.53,27.73,782.18,80.25
70.23,69.53,89.51,4.05,46.53,1.33,3.72,39.93,71.86,541.58,62.52
72.22,0.6,198.78,8.5,56.07,3.49,6.8,33.22,84.33,189.52,54.51
170.44,40.3,82.53,8.89,52.22,2.78,3.33,17.49,29.64,2681.44,58.48
110.75,4.19,39.81,5.01,46.19,3.17,6.42,36.07,71.73,1618.26,67.6
143.57,67.35,188.87,5.06,40.01,1.06,1.94,14.9,86.53,1167.97,55.45
179.41,96.89,77.18,6.29,18.27,0.34,4.79,39.98,36.54,2306.72,47.16
180.35,65.53,138.18,8.77,41.89,1.53,3.47,35.65,30.79,1578.48,54.68
65.7,22.44,157.63,4.0,20.2,1.17,7.79,42.79,25.21,914.13,48.09
190.49,35.52,168.63,8.76,29.2,0.31,0.11,40.63,78.31,1164.27,50.95
4.98,97.67,164.26,9.5,44.03,0.34,2.97,24.45,53.12,2277.04,44.23
75.37,22.41,167.25,7.15,42.12,0.69,6.53,41.3,59.95,802.35,53.7
179.16,56.15,133.53,3.89,27.07,1.38,3.19,38.34,27.91,1610.67,62.37
54.93,40.05,80.77,5.25,15.05,3.28,1.82,25.65,29.27,2597.12,76.75
54.62,76.83,133.46,4.22,31.63,2.34,6.84,34.32,73.92,2632.08,59.59
60.52,86.74,167.35,5.19,19.85,1.45,4.77,15.83,52.99,2681.5,56.4
122.46,34.08,70.13,8.78,19.05,2.82,4.5,28.7,87.23,2290.76,65.13
87.67,66.04,59.3,3.86,22.97,2.03,3.27,11.88,82.97,1531.8,70.7
145.35,54.9,68.74,5.34,43.84,1.52,1.35,24.38,82.85,1498.46,64.59
178.98,27.84,110.26,6.86,32.35,0.59,4.65,31.98,88.85,2873.28,58.55
134.84,27.19,10.49,9.18,25.52,3.25,4.09,31.96,87.79,2309.99,62.21
40.89,53.86,155.79,5.12,54.53,2.22,3.28,22.96,63.44,637.4,66.49
186.54,15.4,27.77,8.56,43.87,1.59,0.71,13.09,42.99,987.82,55.29
52.9,81.08,26.57,7.29,32.21,1.59,5.24,32.43,65.03,991.54,58.44
29.98,6.9,39.53,7.9,28.17,2.7,5.09,12.97,38.93,2322.82,57.53
17.99,9.46,115.39,9.1,50.04,0.71,4.52,18.2,35.35,1398.65,45.39
112.68,34.22,57.11,3.67,14.51,1.52,1.14,38.11,60.49,2188.36,66.4
22.75,11.81,73.62,6.94,41.53,0.31,2.49,25.28,69.83,131.88,57.6
27.76,47.57,186.33,8.36,6.16,0.37,3.81,44.99,56.08,1999.67,46.4
60.01,39.97,169.44,9.25,5.38,1.89,5.9,36.96,84.51,945.0,55.18
56.33,72.18,170.44,4.36,56.25,1.39,1.86,24.18,66.73,656.33,52.63
120.85,95.3,115.53,5.72,33.27,2.55,6.43,13.84,98.23,1991.74,61.13
163.35,75.36,173.29,4.01,22.33,3.45,2.62,25.02,33.6,309.9,64.11
152.27,17.94,155.71,8.93,48.71,3.02,5.36,14.78,44.98,1992.53,58.78
52.5,93.55,190.65,9.07,59.17,1.6,7.5,34.15,25.65,2981.66,38.88
49.06,39.21,12.87,6.64,6.89,1.38,5.74,13.68,59.94,2751.94,53.24
193.16,47.42,5.75,3.64,7.09,2.09,0.65,43.02,24.0,2294.28,49.65
1.65,42.16,35.01,4.16,52.01,0.41,3.07,23.64,72.09,1017.19,47.37
175.94,28.05,185.82,7.56,35.62,3.46,4.67,11.14,39.97,902.72,63.15
39.95,89.5,121.11,9.89,53.55,3.44,5.42,39.0,80.42,2904.87,55.03
189.46,33.22,85.22,8.95,43.21,3.24,2.82,22.3,23.18,296.96,66.42
68.46,57.86,102.54,8.69,30.88,2.35,3.49,33.45,46.94,633.12,76.51
88.07,24.0,165.92,6.22,13.87,1.81,3.07,40.22,94.48,2484.4,62.01
141.42,79.74,185.82,9.9,26.44,2.5,5.61,12.06,25.51,1489.77,58.8
117.53,77.42,145.94,8.86,48.29,1.17,7.32,10.55,90.03,2706.17,48.3
63.59,29.63,151.97,5.68,17.87,3.0,6.25,14.96,46.45,1113.56,71.78
110.77,68.16,64.08,8.37,44.18,0.56,2.18,18.24,23.04,917.16,67.38
146.14,70.39,93.41,6.31,18.6,2.83,4.37,28.34,92.03,1778.25,72.9
8.47,56.25,177.04,7.79,30.49,3.05,3.88,43.63,54.32,2058.46,61.36
2.24,60.06,157.19,9.81,9.7,0.68,0.22,29.08,54.76,2003.86,52.49
91.61,57.45,136.85,5.1,30.02,1.73,7.51,40.08,75.11,763.44,69.24
26.37,8.19,13.05,8.67,38.7,3.13,3.78,16.99,57.48,2537.05,58.12
132.87,67.03,7.9,7.34,35.98,3.36,7.55,41.26,82.15,1376.65,66.48
42.81,46.98,26.08,9.67,27.36,2.86,5.35,35.01,65.4,246.93,58.62
86.57,43.85,116.28,4.37,25.33,3.3,5.69,43.25,45.44,1654.75,69.81
39.53,86.0,107.28,8.18,20.15,3.29,3.47,40.57,71.11,857.81,70.55
109.7,2.32,188.54,3.74,47.19,3.43,6.88,39.76,27.0,1769.81,51.56
23.21,25.13,138.95,5.1,48.05,1.51,1.56,12.56,59.37,556.48,60.86
4.62,12.14,58.79,5.59,31.57,1.08,7.68,33.59,47.26,2477.25,50.37
10.23,3.53,32.3,6.31,26.04,2.25,4.97,20.76,52.19,518.09,60.57
190.85,27.57,169.91,9.77,40.06,0.74,2.73,19.04,73.95,1261.24,47.69
28.46,98.85,91.92,3.94,35.68,1.99,5.94,25.86,32.96,105.62,52.48
141.7,27.02,130.69,4.6,41.7,2.07,5.99,40.35,22.75,1944.46,60.02
13.59,66.37,113.03,4.82,21.83,2.84,6.22,13.14,90.01,279.39,60.79
21.63,11.83,21.49,6.26,48.36,1.33,2.42,42.35,88.19,2169.6,52.72
101.78,60.18,11.41,3.89,22.42,2.15,0.3,40.03,93.52,2011.16,62.85
92.97,98.45,75.4,9.78,28.03,3.17,7.12,19.8,76.75,1254.72,64.63
190.32,29.18,72.31,7.14,12.28,1.53,6.4,21.88,90.72,1466.27,58.51
188.97,84.81,134.76,8.79,52.05,2.04,3.27,11.78,45.85,2510.83,51.22
155.92,99.76,126.44,8.52,40.44,2.78,1.41,35.54,31.99,768.21,64.28
120.42,58.86,193.79,7.8,17.94,0.95,3.8,16.01,75.59,1912.29,60.52
90.99,30.94,171.62,9.38,51.84,0.45,2.52,20.34,48.2,1720.83,53.91
71.24,67.35,99.32,9.37,43.76,2.42,1.63,23.93,41.85,2175.02,68.94
189.42,84.48,100.01,4.33,29.32,1.36,3.94,24.23,67.38,1211.42,62.51
120.58,17.14,134.83,9.36,59.44,1.4,6.65,38.05,31.59,2643.93,49.88
115.81,45.25,22.82,6.91,23.55,3.26,4.7,27.32,67.42,707.92,85.89
46.38,31.92,199.98,5.24,10.48,1.49,3.95,11.95,89.89,2413.48,55.46
9.34,28.34,103.76,7.46,45.34,3.34,7.95,31.02,75.07,1807.45,67.44
189.04,86.08,181.98,5.33,46.64,0.46,6.11,20.74,60.82,2398.25,48.63
62.75,42.17,193.47,6.61,8.24,1.27,1.14,21.9,58.93,2889.86,66.79
88.52,33.91,116.33,8.81,50.07,2.46,3.39,17.23,45.47,9.12,68.8
22.93,60.35,20.67,3.71,47.68,0.53,3.77,13.91,80.74,85.42,43.02
167.38,21.94,114.67,4.69,56.13,1.42,4.92,18.97,94.8,1.75,51.72
5.53,22.99,119.53,9.72,11.52,3.0,5.49,40.69,57.95,937.74,54.12
166.8,52.03,157.84,6.39,38.04,2.69,2.67,40.51,90.66,1181.32,72.07
28.06,40.93,9.65,5.47,17.07,1.06,3.0,43.08,21.79,1121.53,52.36
177.31,29.5,93.26,9.5,26.97,1.31,0.92,11.2,35.18,147.15,57.27
145.95,5.4,184.55,9.42,19.58,1.82,0.81,41.52,24.16,2708.13,49.02
32.93,52.08,198.26,3.79,29.71,2.59,6.09,22.65,62.79,386.21,56.99
113.16,81.66,38.28,5.86,11.21,0.62,7.42,32.7,46.39,1618.79,60.95
62.53,85.14,174.12,9.43,21.69,1.89,1.65,31.69,87.39,2715.44,53.1
35.65,23.54,29.25,4.67,8.9,0.35,7.39,16.01,74.57,1619.23,45.24
171.84,59.96,168.23,7.26,32.05,1.45,2.82,16.02,69.53,1107.78,66.97
80.7,85.59,55.46,5.59,21.32,0.75,7.06,17.47,30.03,2113.7,53.77
79.71,40.87,191.93,8.29,37.47,1.15,0.31,19.41,42.24,2987.38,63.99
33.98,93.21,139.1,4.53,30.1,1.23,0.82,22.93,78.04,1805.06,62.67
76.61,90.3,79.82,7.37,18.41,2.72,3.53,25.93,36.15,1935.56,72.59
174.32,20.81,56.19,3.5,10.66,1.0,6.8,22.57,75.95,542.06,45.07
72.63,25.9,47.05,5.14,46.43,2.36,3.65,30.63,92.05,790.23,64.78
190.32,18.04,136.16,4.55,39.82,1.91,6.73,15.5,89.59,2383.39,57.97
189.26,19.61,179.16,4.86,6.81,2.83,2.79,42.63,22.43,2250.28,51.38
28.98,90.79,150.99,9.09,59.42,1.19,1.15,39.3,90.47,715.32,47.95
35.46,93.11,166.96,9.45,40.34,3.48,7.41,11.81,43.31,1517.79,51.79
172.53,5.19,156.28,8.41,16.39,1.11,0.7,26.16,54.81,2635.37,51.42
78.55,59.36,195.83,7.34,51.23,2.07,5.69,38.51,62.45,535.52,62.1
0.87,56.42,151.56,5.0,53.52,2.25,7.08,22.34,52.84,2174.93,52.72
54.77,39.05,42.05,5.29,36.55,1.93,1.05,24.82,70.31,1042.85,75.84
119.53,63.17,158.32,5.51,53.71,3.02,4.2,44.85,86.79,197.7,65.18
159.85,94.74,64.41,8.55,6.6,0.48,0.52,36.44,75.68,841.35,51.83
26.68,17.03,199.16,5.14,56.98,2.13,3.73,19.69,39.11,1258.48,48.18
22.11,12.04,75.33,9.83,8.15,1.82,6.32,29.78,93.51,2234.17,46.53
184.42,3.34,58.56,8.68,40.33,1.52,2.5,38.09,75.56,381.99,54.11
150.23,36.38,47.84,10.0,24.02,1.28,1.94,19.81,30.92,2572.72,54.85
117.96,33.76,131.7,6.48,7.16,0.62,2.09,12.66,78.39,968.35,70.31
153.84,43.08,21.84,7.33,56.11,2.31,6.35,21.54,22.73,451.57,61.71
85.77,50.33,190.71,5.32,12.44,0.5,7.79,40.89,69.98,1111.91,57.7
151.69,75.78,58.86,7.42,51.96,2.92,1.9,26.38,93.97,2783.13,67.29
74.36,39.21,59.08,9.83,23.17,1.62,0.64,30.9,65.99,1691.19,64.63
48.82,33.06,9.21,3.7,45.76,2.16,1.09,11.45,44.55,1050.45,53.66
145.8,82.69,49.2,5.38,18.98,0.36,5.06,18.38,99.06,1289.18,53.72
83.93,84.98,83.8,5.33,37.09,0.42,5.44,37.47,84.68,2214.01,59.01
196.28,23.28,73.92,9.89,48.98,0.9,3.65,34.9,39.83,131.25,41.59
69.9,31.47,54.6,4.36,36.14,2.75,0.73,13.88,25.78,2853.07,66.9
184.35,82.51,8.15,8.78,21.86,1.75,7.43,38.72,97.29,2498.65,41.95
186.59,7.94,60.12,5.28,17.84,1.16,7.45,28.61,22.82,2660.31,46.27
48.37,32.58,155.67,9.09,14.61,2.99,3.21,18.75,74.12,2001.63,64.94
159.64,44.84,87.76,6.67,51.13,0.75,6.59,15.44,98.65,1772.35,62.51
86.61,18.71,58.16,5.07,38.6,0.98,7.2,16.0,39.58,1028.26,61.58
183.5,17.99,60.96,8.11,32.98,2.74,4.11,24.63,94.08,902.11,64.61
90.02,42.49,110.89,8.97,18.73,0.19,4.85,40.66,53.69,266.82,54.46
148.86,75.45,60.46,6.56,28.86,0.85,5.89,22.87,38.85,101.31,61.2
93.39,84.02,126.16,8.14,39.1,1.87,7.14,32.79,26.56,162.51,65.03
45.56,97.92,197.89,4.68,8.95,3.21,0.8,15.0,68.09,537.24,60.55
39.87,7.4,8.24,9.59,24.84,1.0,0.52,12.24,75.64,485.87,46.41
85.09,21.67,33.75,4.13,18.17,0.82,5.43,24.39,71.64,2355.99,51.63
151.1,75.66,35.82,4.94,40.56,3.41,0.48,15.76,68.41,315.41,64.15
121.01,54.06,89.41,5.37,38.34,1.88,0.93,16.81,69.69,2297.42,75.68
137.73,32.77,8.28,4.49,21.47,0.31,3.44,19.44,61.04,1320.16,59.99
56.47,20.56,95.5,6.14,7.29,1.04,1.54,12.15,37.12,2879.49,64.99
96.29,28.05,185.78,6.48,15.05,1.91,7.2,38.03,68.45,1812.57,65.9
8.88,42.93,2.31,6.87,13.8,0.34,2.72,28.97,91.01,1673.87,57.95
163.51,17.72,72.99,3.77,36.26,2.45,4.66,24.25,21.36,1928.59,62.15
197.98,96.42,152.18,4.92,14.31,1.88,0.18,21.6,98.59,1481.44,52.87
81.38,10.76,30.9,8.75,31.53,2.51,4.16,10.03,97.82,1712.76,66.22
2.19,98.56,15.51,8.77,38.8,1.26,6.5,40.43,41.33,2118.24,38.34
33.96,84.19,126.16,5.65,53.38,1.53,7.75,36.67,53.93,2531.2,49.14
130.51,42.32,1.99,6.5,18.48,3.26,5.46,35.59,65.21,2765.72,69.59
122.42,73.98,160.35,4.69,15.23,0.82,1.7,16.11,87.65,2064.79,59.25
157.57,67.15,13.37,8.84,14.53,0.23,2.97,11.83,24.88,2752.63,44.6
50.78,21.33,104.87,9.72,24.82,3.44,1.34,12.26,38.14,1632.36,69.22
152.73,33.91,148.03,5.39,40.7,0.13,2.77,28.77,72.81,708.05,60.06
137.6,51.31,48.4,8.58,41.95,3.12,4.53,32.26,24.93,1016.19,68.15
64.56,63.78,20.71,5.79,16.6,2.91,3.95,44.94,91.41,2590.16,64.2
109.1,54.29,35.12,3.52,12.22,1.76,7.0,28.28,90.91,1931.2,59.51
29.45,47.3,170.94,7.4,29.68,2.5,1.71,21.63,27.89,836.15,71.8
90.51,44.32,141.16,6.17,12.77,0.46,3.53,33.79,53.24,1732.26,68.93
176.24,49.83,39.62,8.43,49.71,2.7,5.09,32.54,60.82,1992.04,54.72
84.24,43.44,143.22,8.37,9.61,2.76,7.85,10.8,71.91,2994.96,59.8
167.91,54.13,141.72,9.65,46.37,0.27,1.79,14.33,63.37,1519.8,57.47
118.05,88.8,199.55,6.35,7.35,1.79,6.68,34.23,20.11,2704.01,55.48
38.38,63.28,78.31,6.64,49.38,3.32,4.98,12.88,30.35,1019.19,65.73
116.22,72.26,172.97,6.1,39.49,3.33,1.16,38.22,86.6,1914.96,76.29
101.2,59.75,89.29,5.43,22.73,3.45,6.29,41.77,83.06,2376.77,76.37
79.73,64.3,179.55,7.65,27.3,2.33,1.48,17.0,21.37,2793.34,71.92
23.93,57.83,18.32,8.88,42.05,0.58,5.63,27.69,21.19,1446.96,52.58
83.34,2.69,35.06,4.53,15.21,1.5,2.0,21.01,88.09,2565.27,63.01
14.55,99.96,169.99,9.88,53.97,2.57,3.8,28.23,48.9,1572.67,48.8
19.75,3.36,163.86,7.94,31.56,1.07,6.29,31.56,52.54,1944.6,50.36
83.18,39.51,61.09,8.57,46.81,2.85,5.11,10.41,95.54,724.96,66.32
61.08,10.51,119.36,9.99,32.87,3.03,5.95,41.34,91.76,2472.63,56.89
185.11,9.69,76.54,6.78,29.88,2.7,6.45,22.92,51.25,2905.05,60.24
75.14,79.35,2.06,3.96,30.83,1.26,0.37,16.71,83.89,2334.48,56.74
151.57,42.59,5.22,8.64,24.97,2.62,3.9,11.12,56.28,809.42,63.0
106.05,80.11,10.85,9.16,45.3,0.35,7.89,44.74,54.38,220.35,44.34
140.82,27.28,118.81,4.56,51.54,1.24,6.38,36.58,21.55,175.76,53.98
52.02,25.65,55.85,3.66,51.99,2.7,2.99,25.96,83.48,2145.49,59.99
188.38,25.12,28.79,4.38,11.66,2.8,2.35,40.31,84.62,2362.04,51.24
106.02,61.61,188.23,5.61,46.88,1.18,5.67,25.96,81.15,1996.88,59.91
166.26,81.5,24.26,9.51,16.0,3.37,1.18,34.08,97.2,2005.1,60.31
73.01,45.23,134.8,3.52,5.67,1.03,7.07,43.5,23.83,2756.92,46.06
20.04,37.92,178.83,8.72,20.15,2.34,0.75,34.72,97.35,1335.03,62.26
134.74,97.36,32.77,9.06,21.11,3.09,4.52,18.4,88.68,1481.77,57.66
1.55,11.68,42.95,8.77,49.54,1.97,6.79,42.67,29.41,734.34,46.96
95.06,48.66,114.76,4.03,45.83,1.5,5.79,10.78,23.37,2999.52,61.76
38.56,40.85,101.69,7.91,9.66,0.82,3.94,42.22,21.65,2832.9,51.18
125.48,9.81,104.21,9.7,22.93,0.77,1.91,43.67,29.34,704.16,52.04
195.88,26.82,110.94,4.28,18.82,0.64,4.84,13.21,85.56,683.2,49.07
